server_location,latency_min,latency_avg,type,iperf_run_number,distance,throughput_rolled3_avg,throughput_avg,throughput_max,throughput_90tile,throughput_95tile,throughput_median
west2,58.4,119.10999999999999,tcp1c,60345,1278,800.9996918371119,825.893086310391,1057.053199915512,1044.7539985976136,1048.4456200812972,988.315024737824
west2,58.4,119.10999999999999,tcp1d,60361,1278,272.3264170141009,275.9543231403919,355.58087788514257,316.9132056528295,334.79729095705954,276.38612034906004
east,87.5,141.90333333333334,udp,64823,871,2122.0227121839084,2196.9729983448274,2287.937984,2276.9024704,2284.8615744,2232.365664
east,87.5,141.90333333333334,udp,64718,871,1858.5400473563222,1929.299369103448,2085.794272,2079.43088,2080.740576,2017.18288
east,87.5,141.90333333333334,udp,64719,871,1895.4720332873567,1964.2208005517239,2091.359776,2082.8255104,2084.6034111999998,2022.459744
east,87.5,141.90333333333334,udp,64721,871,1931.1340814712653,2002.5721997241378,2099.658944,2088.6454464,2092.5565952,2059.650944
east,87.5,141.90333333333334,udp,64722,871,1961.1963288275858,2034.5452248275863,2148.26288,2127.345312,2128.358208,2092.87712
east2,43.3,124.83548387096774,udp,64688,962,-2875.4561520919706,1925.999364413793,2184.319104,2160.0071424,2164.9780032,2035.736736
east2,43.3,124.83548387096774,udp,64797,962,2087.52200754023,2168.881988413793,2425.811296,2400.1320576000003,2402.6275904,2337.051232
east2,43.3,124.83548387096774,udp,64796,962,2077.23940891954,2160.268189793104,2428.009568,2399.281184,2412.8055808,2291.388704
east2,43.3,124.83548387096774,udp,64690,962,2025.3641028965521,2098.3840946206897,2176.211616,2168.800448,2174.5803648,2112.63152
east2,43.3,124.83548387096774,udp,64691,962,1987.451269793103,2060.0699462068965,2187.349376,2142.1392384,2158.7240512,2082.768864
east2,43.3,124.83548387096774,udp,64701,962,1754.290879724138,1822.5175335172414,2065.137984,2024.6488703999999,2041.5328128,1987.682112
west,90.9,132.22000000000003,udp,64731,1583,2073.181190988507,2153.787800275862,2386.223456,2363.5437248000003,2375.2735808,2314.223072
west,90.9,132.22000000000003,udp,64781,1583,2165.070650850575,2243.1085947586207,2374.708896,2331.798368,2352.7732352000003,2283.605568
west,90.9,132.22000000000003,udp,64793,1583,2053.143901517241,2130.579891586207,2381.197952,2336.3825343999997,2362.6735184,2274.83328
west,90.9,132.22000000000003,udp,64787,1583,2078.7250917701163,2155.464431724138,2376.926592,2366.8358399999997,2372.5836224,2272.263488
west2,58.4,119.10999999999999,udp,64775,1278,2220.62928662069,2295.596865103448,2350.036,2327.7684544,2335.4201151999996,2296.782816
west2,58.4,119.10999999999999,udp,64776,1278,2280.7290332873563,2341.8687831724137,2382.334176,2376.4797632,2377.1608016,2339.008928
west2,58.4,119.10999999999999,udp,64777,1278,2257.194180413793,2337.249996137931,2437.2776,2419.6044352,2425.1811072,2379.478688
west2,58.4,119.10999999999999,udp,64792,1278,2138.3065114482756,2220.380878344828,2387.045984,2343.4783296,2370.6999616,2283.243936
central,24.7,105.14333333333333,udp,64681,234,1829.996836781609,1902.6477892413795,2119.714432,2105.29408,2108.0879296000003,2041.331168
central,24.7,105.14333333333333,udp,64794,234,2066.688496551724,2142.7806896551724,2327.83216,2315.0042688,2319.4889408,2237.509376
central,24.7,105.14333333333333,udp,64795,234,2116.8587155862065,2196.0110113103447,2374.661088,2335.0232128,2356.3278783999995,2291.031136
central,24.7,105.14333333333333,udp,64702,234,1978.0265095172404,2051.3245299310347,2185.1856,2163.4407264,2183.1127296,2133.473472
central,24.7,105.14333333333333,udp,64703,234,2066.904391724138,2120.9941428965517,2179.592064,2149.2926208,2171.3859648,2119.523328
central,24.7,105.14333333333333,udp,64704,234,1975.3374867126445,2047.584431448276,2181.883392,2124.9978048,2138.4447552,2095.015104
central,24.7,105.14333333333333,udp,64705,234,1950.1276685977014,2020.7084270344826,2146.057024,2115.1074112,2124.5359359999998,2062.353856
west-central,85.3,127.40333333333334,udp,64736,903,1961.7010824827585,2040.3793412413793,2357.26656,2284.9716352,2296.5484607999997,2229.30032
west-central,85.3,127.40333333333334,udp,64743,903,2142.504949701149,2220.7768893793104,2363.0272,2348.8160703999997,2357.5029504,2277.4112
west-central,85.3,127.40333333333334,udp,64744,903,2176.655419126436,2255.5778160000004,2393.244864,2328.6429824,2334.3235839999998,2273.004928
west-central,85.3,127.40333333333334,udp,64745,903,2138.8055148505746,2213.781592827586,2302.539072,2272.712576,2291.5469184,2243.3392
north-central,19.9,71.53666666666666,udp,64759,352,2098.30073554023,2176.358315310345,2354.505792,2324.1772416,2335.121408,2285.316608
north-central,19.9,71.53666666666666,udp,64764,352,2172.823257563219,2253.6135966896554,2396.348416,2372.6025520000003,2385.398736,2286.654944
north-central,19.9,71.53666666666666,udp,64765,352,2219.710767816092,2301.627294896552,2403.575904,2386.2952576,2392.4992384,2349.0352
north-central,19.9,71.53666666666666,udp,64769,352,2155.9856022068966,2223.4080507586204,2438.907328,2393.7417152,2409.45744,2328.999744
south-central,93.2,133.82333333333335,udp,64736,1112,1961.7010824827585,2040.3793412413793,2357.26656,2284.9716352,2296.5484607999997,2229.30032
south-central,93.2,133.82333333333335,udp,64743,1112,2142.504949701149,2220.7768893793104,2363.0272,2348.8160703999997,2357.5029504,2277.4112
south-central,93.2,133.82333333333335,udp,64744,1112,2176.655419126436,2255.5778160000004,2393.244864,2328.6429824,2334.3235839999998,2273.004928
south-central,93.2,133.82333333333335,udp,64755,1112,2206.481667678161,2286.805516137931,2402.543328,2359.0942336000003,2364.334112,2302.292832
