nr_ssRsrp,hardware_power_full,nrStatus,downlink_Mbps,LTE_RSRP,nr_ssSinr,hardware_power,software_power,Timestamp,uplink_Mbps
-101,6641.35358,CONNECTED,0.8873969999999999,-68,10,4210.750124,5804.0955,341.63199999999995,69.00967299999999
-101,6644.033460000001,CONNECTED,0.47964799999999996,-73,9,4399.472176,6473.6886,339.606,62.7863
-101,6644.18916,CONNECTED,0.40662,-71,4,4399.627876,6233.3454,338.60400000000004,60.579884
-101,6647.07196,CONNECTED,0.670181,-63,7,4308.07196,6233.7163,239.34599999999998,62.668561
-101,6652.86146,CONNECTED,0.8465520000000001,-63,6,4313.86146,6549.8240000000005,239.34799999999998,67.224682
-101,6653.72646,CONNECTED,0.44452700000000006,-75,9,4409.1651759999995,6571.5769,860.294,32.494859000000005
-101,6654.36606,CONNECTED,0.809635,-73,15,4159.523607,5929.7212,370.594,72.855597
-101,6669.8826,CONNECTED,0.3952,-81,11,4425.321316,6319.3730000000005,851.2819999999999,31.051104
-101,6670.541560000001,CONNECTED,0.634096,-60,14,4331.541560000001,6765.9578,240.34799999999998,60.259857
-101,6676.358020000001,CONNECTED,129.56514099999998,-81,12,4355.358020000001,6278.6262,358.711,0.347432
-101,6687.66114,CONNECTED,0.48719300000000004,-77,8,4203.619253,5698.2518,969.2760000000001,28.252578999999997
-101,6695.0468,CONNECTED,163.41763799999998,-66,8,4374.0468,6060.4341,335.603,0.379395
-101,6699.07786,CONNECTED,367.795145,-74,2,4378.07786,6507.374,295.56,0.488
-101,6699.87498,CONNECTED,0.730945,-70,7,4205.032527,6051.6392,382.61300000000006,69.042429
-101,6701.15178,CONNECTED,0.870713,-59,10,4362.15178,6398.3959,235.34,74.858293
-101,6711.2205,CONNECTED,0.46428800000000003,-62,9,4372.2205,6648.191999999999,237.347,55.1329
-101,6717.2082,CONNECTED,0.344064,-75,8,4233.166313000001,6117.7263,965.2710000000001,23.819045000000003
-101,6724.63874,CONNECTED,352.267836,-81,9,4403.638739999999,6305.1975,254.49599999999998,0.56443
-101,6733.8553,CONNECTED,0.565348,-71,11,4239.012847,5846.2176,394.634,64.462695
-101,6744.96672,CONNECTED,0.41006099999999995,-74,3,4260.924833,5986.9096,793.095,25.067652
-101,6770.527859999999,CONNECTED,215.75079700000003,-62,5,4449.52786,6182.1612,250.855,0.404744
-101,6776.13342,CONNECTED,514.315591,-64,9,4437.13342,6784.2155,235.44400000000002,0.514011
-101,6776.526220000001,CONNECTED,0.474976,-72,7,4531.964936,6422.1129,348.616,63.438142000000006
-101,6776.93914,CONNECTED,0.8467819999999999,-73,14,4292.897253,5760.7488,412.63300000000004,70.017691
-101,6779.47808,CONNECTED,705.87084,-69,11,4458.47808,6315.2480000000005,345.717,0.63453
-101,6782.60788,CONNECTED,270.043942,-78,9,4461.60788,6788.4386,359.714,0.41940900000000003
-101,6793.720840000001,CONNECTED,0.708864,-65,9,4298.878387,5760.2872,378.608,68.269821
-101,6793.945140000001,CONNECTED,0.7484460000000001,-73,8,4363.341684,6067.1467,367.658,68.566062
-101,6797.21818,CONNECTED,0.5702659999999999,-71,9,4458.21818,6734.4552,382.51599999999996,68.10389599999999
-101,6803.7447,CONNECTED,0.51584,-74,7,4464.7447,6376.513000000001,336.462,64.854043
-101,6811.516640000001,CONNECTED,735.307092,-89,4,4490.51664,7457.0164,1001.1239999999999,0.621247
-101,6826.27806,CONNECTED,0.6176159999999999,-70,12,4331.435607,6294.3096,381.611,70.922342
-101,6826.728540000001,CONNECTED,0.694823,-73,11,4342.686653,5817.448,789.0880000000001,40.882652
-101,6833.6012599999995,CONNECTED,792.745046,-71,11,4512.60126,6780.8228,233.50599999999997,0.926894
-101,6835.018779999999,CONNECTED,0.437982,-77,8,4350.976893,6053.6644,966.2710000000001,28.095457
-101,6840.0619400000005,CONNECTED,592.86783,-75,9,4519.06194,6735.1731,246.851,0.5550510000000001
-101,6843.670279999999,CONNECTED,503.94349000000005,-58,10,4522.670279999999,7030.6425,241.477,0.42644099999999996
-101,6850.5233,CONNECTED,0.732246,-61,7,4366.481413,5885.7919999999995,356.57,59.339183
-101,6867.395579999999,CONNECTED,109.70156599999999,-67,8,4528.395579999999,6434.925,332.63300000000004,0.286688
-101,6873.1206,CONNECTED,1031.958388,-72,8,4552.1206,7996.3233,857.4069999999999,1.0047059999999999
-101,6874.141659999999,CONNECTED,0.570692,-67,13,4535.14166,6681.34,337.462,68.068288
-101,6874.8576,CONNECTED,468.73225599999995,-59,8,4553.8576,7010.8899,229.467,0.416025
-101,6878.743559999999,CONNECTED,506.655365,-74,11,4557.74356,6880.2264,380.75300000000004,0.525041
-101,6880.67558,CONNECTED,1337.724416,-78,8,4559.67558,8511.49,990.5980000000001,1.122631
-101,6895.509,CONNECTED,446.989228,-63,5,4574.509,6369.86,256.533,0.565443
-101,6910.6205,CONNECTED,0.770614,-62,9,4578.8892,6671.4879,924.25,68.756863
-101,6912.356059999999,CONNECTED,613.873918,-63,8,4591.35606,6770.8298,257.53700000000003,0.681103
-101,6913.40958,CONNECTED,405.934102,-72,8,4592.40958,6053.388000000001,379.724,0.491713
-101,6913.435,CONNECTED,0.6169279999999999,-61,11,4429.393113,6452.512,357.57099999999997,57.782587
-101,6915.24126,CONNECTED,80.817868,-84,8,4594.24126,6718.375,1033.598,0.24606599999999998
-101,6920.651040000001,CONNECTED,611.9293309999999,-63,5,4599.65104,6442.19,248.483,0.727222
-101,6924.73222,CONNECTED,769.8024780000001,-63,11,4603.73222,6709.815,242.47799999999998,0.685471
-101,6959.0139,CONNECTED,895.099865,-77,12,4638.0139,6419.3779,224.517,0.8378030000000001
-101,6959.56546,CONNECTED,99.802113,-88,10,4638.56546,5629.0248,1075.25,0.175845
-101,6961.90152,CONNECTED,607.506725,-78,6,4640.90152,6320.7859,989.597,0.6924100000000001
-101,6962.1084,CONNECTED,0.431404,-67,11,4717.547116,6516.1691,364.63599999999997,62.756239
-101,6964.30442,CONNECTED,627.905392,-64,13,4643.30442,7381.4712,276.569,0.5504
-101,6966.605159999999,CONNECTED,1039.591141,-73,-2,4645.60516,7569.691,803.7310000000001,0.666358
-101,6966.64504,CONNECTED,640.191699,-69,10,4627.645039999999,6759.6828,236.445,0.584064
-101,6971.73674,CONNECTED,372.904574,-70,13,4650.73674,6825.9828,383.73699999999997,0.45968000000000003
-101,6978.67128,CONNECTED,0.5036729999999999,-76,8,4494.629393,6021.3888,792.0930000000001,30.809621999999997
-101,6982.5887,CONNECTED,744.574836,-62,6,4661.5887,6577.4234,231.47,0.756297
-101,6990.44446,CONNECTED,115.32303200000001,-75,15,4669.44446,6943.0669,386.785,0.226158
-101,6990.677720000001,CONNECTED,590.264737,-64,3,4651.677720000001,6605.3007,234.44,0.526043
-101,7000.88558,CONNECTED,0.7823479999999999,-68,13,4506.043127,6165.5984,380.608,71.845332
-101,7013.067759999999,CONNECTED,106.639889,-71,8,4674.06776,6866.7375,333.634,0.225073
-101,7019.06978,CONNECTED,713.414779,-64,9,4698.06978,6856.3671,244.542,0.768517
-101,7035.740059999999,CONNECTED,0.737885,-61,10,4704.00876,7021.8888,130.28,84.43603399999999
-101,7039.002579999999,CONNECTED,1.041344,-71,9,4544.160127,6680.1834,990.303,71.069378
-101,7040.5447,CONNECTED,434.502721,-74,7,4719.5447,6561.1296,381.754,0.483709
-101,7044.8175599999995,CONNECTED,494.67604400000005,-72,10,4723.81756,6594.1776,379.75199999999995,0.514383
-101,7048.85478,CONNECTED,559.613838,-74,14,4727.85478,6292.1063,190.4,0.661503
-101,7055.478340000001,CONNECTED,130.28855900000002,-88,6,4734.47834,7046.5032,1074.245,0.235112
-101,7056.642859999999,CONNECTED,695.4195940000001,-79,10,4735.64286,6892.4653,345.635,0.571584
-101,7057.41592,CONNECTED,759.694515,-61,4,4736.41592,7283.52,379.716,0.9946010000000001
-101,7065.9757,CONNECTED,0.5671069999999999,-67,7,4726.9757,6312.185,338.465,68.785609
-101,7067.860240000001,CONNECTED,405.377681,-77,9,4746.86024,6365.411999999999,383.75699999999995,0.494512
-101,7082.794220000001,CONNECTED,119.662641,-72,10,4761.794220000001,6803.9898,421.83,0.287066
-101,7083.70132,CONNECTED,673.244286,-60,7,4762.70132,6965.3272,266.557,0.51232
-101,7086.188259999999,CONNECTED,91.703227,-63,8,4765.18826,6141.2778,255.541,0.39862600000000004
-101,7090.2156,CONNECTED,525.951917,-77,12,4769.2156,6918.2826,932.45,0.484137
-101,7101.431820000001,CONNECTED,0.6954239999999999,-73,11,4606.5893670000005,6522.228,389.626,68.555319
-101,7109.74732,CONNECTED,675.235774,-57,12,4770.74732,6672.0765,204.399,0.510231
-101,7111.43482,CONNECTED,449.226487,-61,6,4790.43482,6701.604,296.582,0.463726
-101,7117.77002,CONNECTED,537.764134,-85,10,4796.77002,7112.090999999999,1127.928,0.5315
-101,7122.74712,CONNECTED,327.885809,-66,6,4801.74712,6782.545999999999,351.68800000000005,0.46275200000000005
-101,7143.22702,CONNECTED,1.093526,-55,11,4712.623564,6481.4616,214.44299999999998,78.20705600000001
-101,7145.87114,CONNECTED,790.874045,-70,7,4824.87114,6994.7326,186.396,0.688088
-101,7147.46482,CONNECTED,718.267709,-64,8,4826.46482,7440.2174,258.538,0.708613
-101,7154.21336,CONNECTED,0.36128000000000005,-80,6,4909.652075999999,7316.71,899.3480000000001,27.931677
-101,7161.136259999999,CONNECTED,597.798171,-74,11,4840.13626,6347.2117,248.85299999999998,0.443904
-101,7161.3761,CONNECTED,627.769529,-61,12,4840.3761,6858.2349,237.46599999999998,0.565802
-101,7161.673000000001,CONNECTED,715.3666450000001,-59,4,4840.673,6853.329000000001,109.296,0.777189
-101,7163.968459999999,CONNECTED,776.438045,-57,10,4824.96846,6825.8427,205.40200000000002,0.779644
-101,7166.887159999999,CONNECTED,610.823949,-71,7,4827.88716,6836.2686,224.42,0.58759
-101,7179.5612599999995,CONNECTED,0.456323,-75,8,4748.957804,6509.8167,839.28,29.30007
-101,7186.3822,CONNECTED,697.1061900000001,-68,12,4865.3822,6950.3796,366.705,0.9359999999999999
-101,7192.64292,CONNECTED,474.83248399999997,-85,13,4871.64292,6736.24,364.75699999999995,0.6638569999999999
-101,7195.90918,CONNECTED,857.713941,-68,12,4874.90918,6652.4279,215.907,0.928738
-101,7206.79646,CONNECTED,575.104382,-61,12,4885.7964600000005,6859.2799,243.54,0.514768
-101,7211.97202,CONNECTED,387.204161,-57,0,4890.97202,6762.1905,201.426,0.338944
-101,7216.91924,CONNECTED,674.111734,-69,11,4895.91924,6941.57,352.64599999999996,0.970849
-101,7218.102440000001,CONNECTED,268.078621,-84,7,4897.10244,6833.4624,1104.8419999999999,0.370757
-101,7228.1823,CONNECTED,940.061926,-65,10,4907.1823,6762.262,218.445,0.866079
-101,7234.7144,CONNECTED,262.910856,-66,7,4913.7144,6921.7685,352.70300000000003,0.521824
-101,7251.31994,CONNECTED,172.584276,-66,10,4912.319939999999,6871.4412,374.689,0.32950100000000004
-101,7252.149759999999,CONNECTED,599.187842,-78,10,4931.14976,7200.648,842.778,0.550991
-101,7259.91886,CONNECTED,1578.767374,-87,5,4920.91886,9278.1626,1327.13,1.274434
-101,7265.5385799999995,CONNECTED,598.049161,-65,7,4944.5385799999995,7129.9838,754.1339999999999,0.540203
-101,7270.6196,CONNECTED,383.681046,-86,5,4949.6196,6398.9001,413.775,0.6194810000000001
-101,7277.85768,CONNECTED,274.622918,-73,11,4956.85768,6773.68,391.775,0.403675
-101,7285.48542,CONNECTED,765.721086,-70,5,4964.48542,7738.6083,362.015,0.7469100000000001
-101,7285.49126,CONNECTED,462.60598899999997,-69,8,4946.49126,6884.5026,379.728,0.41955200000000004
-101,7310.113759999999,CONNECTED,242.67743399999998,-85,10,4989.11376,7395.2865,1109.854,0.35927600000000004
-101,7316.16018,CONNECTED,712.505284,-61,12,4995.16018,7092.6669,238.468,0.539643
-101,7323.1379400000005,CONNECTED,195.088192,-83,5,5002.13794,7275.9744,1073.5919999999999,0.343645
-101,7326.8272799999995,CONNECTED,441.131985,-78,8,5005.8272799999995,7649.9357,828.437,0.39000999999999997
-101,7329.4714,CONNECTED,628.836368,-75,11,5008.4714,7383.1646,385.782,0.600374
-101,7353.76864,CONNECTED,1074.977353,-78,7,5032.76864,8393.761999999999,943.6510000000001,1.051232
-101,7355.95984,CONNECTED,274.769859,-67,1,5034.9598399999995,6795.4666,323.632,0.312214
-101,7357.38516,CONNECTED,486.15203899999995,-81,7,5036.38516,7418.556,1245.032,0.478954
-101,7361.991940000001,CONNECTED,821.91223,-60,1,5022.99194,7214.823,242.449,0.6776840000000001
-101,7363.515840000001,CONNECTED,630.7822,-65,10,5024.51584,7520.507,20.062,0.621289
-101,7364.465940000001,CONNECTED,675.2313809999999,-75,7,5043.46594,6750.5242,857.794,0.8677389999999999
-101,7365.35398,CONNECTED,596.367426,-77,9,5044.35398,7047.34,852.329,0.483296
-101,7371.65718,CONNECTED,0.251008,-88,3,5127.095896,7088.795999999999,963.428,13.366494
-101,7381.753159999999,CONNECTED,612.5906190000001,-64,12,5060.75316,7027.2442,298.6,0.579177
-101,7383.76504,CONNECTED,0.46075600000000005,-91,12,5139.203756,7229.0664,958.419,16.742573
-101,7386.6561,CONNECTED,682.642754,-67,11,5065.6561,7271.2805,370.667,0.671136
-101,7418.8355,CONNECTED,558.036545,-70,4,5097.8355,6991.9292,358.67800000000005,0.557632
-101,7429.073159999999,CONNECTED,1251.993956,-72,10,5108.07316,8443.4614,1065.799,1.050441
-101,7443.21284,CONNECTED,760.998471,-67,7,5122.21284,7265.076,299.587,0.905216
-101,7444.77412,CONNECTED,519.793351,-80,5,5123.77412,7139.9566,869.816,0.809343
-101,7444.811479999999,CONNECTED,1027.176471,-60,7,5123.811479999999,7096.8856,185.399,1.158518
-101,7484.25212,CONNECTED,711.8434179999999,-73,7,5163.25212,6379.6655,801.73,0.572575
-101,7488.718559999999,CONNECTED,612.3097889999999,-67,7,5167.71856,6941.2643,233.548,0.8087529999999999
-101,7491.67548,CONNECTED,976.3962970000001,-61,4,5170.67548,7689.0033,93.23,0.910696
-101,7494.8155,CONNECTED,608.558474,-75,11,5173.8155,8081.2728,644.99,0.669596
-101,7513.0892,CONNECTED,616.032465,-75,10,5174.0892,7802.7775,1004.554,0.7598550000000001
-101,7514.63818,CONNECTED,594.195328,-86,13,5193.63818,7110.9576,412.775,0.5827359999999999
-101,7521.7003,CONNECTED,819.109683,-58,11,5200.7003,6932.4255,114.29899999999999,0.790972
-101,7527.527059999999,CONNECTED,175.7927,-74,2,5206.52706,7027.5487,306.574,0.273863
-101,7538.77388,CONNECTED,465.79574699999995,-76,8,5217.77388,7413.5814,374.686,0.534935
-101,7540.0192400000005,CONNECTED,807.531752,-64,10,5219.01924,6959.0079,299.601,0.729805
-101,7549.0179,CONNECTED,813.716849,-58,8,5228.0179,7353.423000000001,115.3,0.755232
-101,7552.398259999999,CONNECTED,738.1858980000001,-71,11,5231.39826,7714.3494,374.709,0.741341
-101,7557.76064,CONNECTED,262.531162,-72,9,5236.7606399999995,7005.7182,378.719,0.47158599999999995
-101,7558.21212,CONNECTED,665.354793,-66,7,5237.21212,7970.7773,351.70099999999996,0.749522
-101,7560.36388,CONNECTED,923.831611,-71,9,5239.36388,7338.4926,375.711,0.904314
-101,7576.7712599999995,CONNECTED,603.153078,-53,11,5255.77126,7142.3072,753.13,0.557455
-101,7581.50652,CONNECTED,1136.9240550000002,-75,9,5260.50652,7375.32,376.711,1.1370719999999999
-101,7596.482120000001,CONNECTED,38.983857,-87,10,5257.482120000001,6409.1845,1185.887,0.139424
-101,7600.1318599999995,CONNECTED,0.642416,-61,6,5268.40056,7257.624,821.112,67.111807
-101,7601.460279999999,CONNECTED,863.9648199999999,-58,10,5280.460279999999,7349.049,113.29899999999999,0.775319
-101,7603.1651,CONNECTED,697.4484480000001,-73,9,5282.1651,7545.8432,392.776,0.702171
-101,7607.3538,CONNECTED,378.35787,-69,10,5286.3538,7421.545,353.648,0.582208
-101,7616.3863200000005,CONNECTED,395.185364,-63,10,5295.3863200000005,7064.6011,187.396,0.35132800000000003
-101,7619.249220000001,CONNECTED,1110.601938,-61,12,5298.249220000001,6444.7968,60.168,0.766528
-101,7620.57346,CONNECTED,0.908576,-73,13,5125.731007,7219.6542,1002.311,62.86581999999999
-101,7620.79516,CONNECTED,0.296633,-88,9,5376.233876,6922.0872,962.427,20.547928
-101,7625.78396,CONNECTED,771.274925,-68,9,5304.78396,7227.4179,218.801,0.786517
-101,7631.14768,CONNECTED,408.213025,-51,5,5310.14768,6940.9501,212.5,0.299712
-101,7651.33116,CONNECTED,527.165338,-78,2,5330.33116,7676.043000000001,859.438,0.777475
-101,7666.23046,CONNECTED,608.3726389999999,-73,1,5345.23046,7880.3593,300.564,0.53667
-101,7679.81478,CONNECTED,463.292207,-67,7,5358.81478,6859.83,676.067,0.57168
-101,7683.092259999999,CONNECTED,1089.367364,-59,10,5362.09226,7011.6024,173.382,1.145504
-101,7686.61308,CONNECTED,0.57824,-57,12,5347.61308,7494.8601,914.199,63.95155
-101,7706.61192,CONNECTED,422.740469,-78,7,5385.61192,6208.7998,861.801,0.416685
-101,7709.7294,CONNECTED,0.723008,-61,7,5377.9981,7570.29,917.2439999999999,68.578275
-101,7717.0621,CONNECTED,765.294212,-67,13,5396.0621,7401.3962,371.667,0.7221529999999999
-101,7729.3497,CONNECTED,622.405454,-61,9,5408.3497,7509.1694,191.40900000000002,0.7366010000000001
-101,7730.880120000001,CONNECTED,504.781554,-72,1,5409.880120000001,7282.156,161.369,0.732704
-101,7740.75704,CONNECTED,625.795252,-54,6,5419.7570399999995,6921.295,56.479,0.585909
-101,7746.3455,CONNECTED,622.194668,-69,10,5425.3455,7203.8784,200.396,0.8222149999999999
-101,7746.69468,CONNECTED,389.655985,-76,14,5425.69468,7845.5916,138.3,0.539805
-101,7749.561479999999,CONNECTED,640.246943,-67,12,5428.561479999999,8252.88,675.066,0.635634
-101,7753.5811,CONNECTED,0.9505600000000001,-59,2,5421.8498,7479.7398,901.227,77.157701
-101,7771.44668,CONNECTED,736.298445,-65,0,5450.44668,6765.48,388.725,0.756504
-101,7771.8645799999995,CONNECTED,816.909233,-57,8,5450.8645799999995,7316.1645,86.24600000000001,0.8417040000000001
-101,7808.65412,CONNECTED,150.527169,-70,14,5487.65412,6953.7922,351.004,0.244
-101,7811.26912,CONNECTED,818.085148,-68,7,5490.26912,7336.9091,181.387,0.642843
-101,7818.233520000001,CONNECTED,591.207482,-88,5,5479.233520000001,7741.526,1198.902,0.492676
-101,7819.14676,CONNECTED,589.3966780000001,-84,3,5498.1467600000005,7322.224,374.721,0.593389
-101,7820.3531,CONNECTED,1011.596216,-69,10,5499.3531,7524.4686,372.673,0.94116
-101,7844.55102,CONNECTED,694.6318309999999,-58,5,5523.55102,7589.92,56.192,0.595626
-101,7847.64758,CONNECTED,698.441004,-71,5,5526.64758,6789.779,800.7280000000001,0.562822
-101,7858.50358,CONNECTED,482.939969,-67,5,5537.50358,7336.1788,349.686,0.472659
-101,7868.068859999999,CONNECTED,570.525363,-83,11,5547.06886,7366.9345,1063.7839999999999,0.546277
-101,7886.911999999999,CONNECTED,891.901257,-62,10,5565.911999999999,8053.8948,734.1160000000001,0.759571
-101,7890.1343,CONNECTED,951.3376949999999,-70,7,5569.1343,7997.1196,964.55,0.76762
-101,7891.5147799999995,CONNECTED,889.319702,-75,13,5570.5147799999995,7451.78,381.776,0.810146
-101,7899.1337,CONNECTED,991.249901,-59,9,5578.1337,7769.9612,172.38099999999997,1.224984
-101,7903.825220000001,CONNECTED,658.0414509999999,-86,9,5564.825220000001,7662.445,1121.792,0.580481
-101,7917.65306,CONNECTED,485.969629,-79,9,5596.653060000001,7408.7163,858.438,0.581063
-101,7925.628059999999,CONNECTED,645.4681730000001,-60,8,5604.62806,7081.9944,820.2589999999999,0.5665600000000001
-101,7925.6325799999995,CONNECTED,780.0387059999999,-72,11,5604.6325799999995,7697.265,377.716,0.892424
-101,7935.5385,CONNECTED,636.276709,-79,2,5614.5385,7981.0948,928.403,0.808928
-101,7953.569559999999,CONNECTED,704.088622,-61,8,5632.56956,7493.3991,250.484,0.526195
-101,7979.2004400000005,CONNECTED,152.389095,-76,8,5658.20044,5789.4946,834.3480000000001,0.453571
-101,7979.59438,CONNECTED,469.57781100000005,-74,2,5658.59438,7344.4513,307.57599999999996,0.572768
-101,7984.582359999999,CONNECTED,1523.927196,-76,10,5663.58236,8479.3002,958.5360000000001,1.0725799999999999
-101,7990.707359999999,CONNECTED,874.514305,-77,9,5669.70736,7605.5805,925.442,0.712065
-101,7996.55816,CONNECTED,1175.2305900000001,-85,8,5675.5581600000005,8611.8243,973.699,1.001998
-101,8007.5126,CONNECTED,723.543638,-74,4,5686.5126,7907.3566,296.56,0.574022
-101,8025.078840000001,CONNECTED,719.184519,-79,2,5704.07884,7799.2839,860.44,0.773584
-101,8033.60438,CONNECTED,509.79840099999996,-86,11,5712.60438,7380.9834,1137.94,0.46290600000000004
-101,8037.26644,CONNECTED,944.429692,-76,11,5698.266439999999,8165.6355,1004.625,0.880207
-101,8051.950879999999,CONNECTED,810.1054320000001,-72,11,5730.950879999999,7722.1488,376.712,0.9456370000000001
-101,8055.99936,CONNECTED,1111.400392,-59,7,5734.99936,7541.314,174.382,1.134829
-101,8075.28214,CONNECTED,599.838211,-74,-3,5754.28214,8325.1314,475.909,0.610877
-101,8078.9135799999995,CONNECTED,1071.844092,-88,7,5739.9135799999995,7546.9328,1200.907,0.9286719999999999
-101,8087.9421,CONNECTED,885.490817,-78,11,5766.9421,7904.9457,829.438,0.6806220000000001
-101,8099.786,CONNECTED,546.411021,-77,6,5778.786,7566.7785,847.423,0.6710050000000001
-101,8105.24508,CONNECTED,878.2384050000001,-84,11,5784.24508,8093.904,375.721,0.800006
-101,8107.177559999999,CONNECTED,929.13496,-77,8,5786.17756,7452.275,374.68,0.8884860000000001
-101,8117.407920000001,CONNECTED,2082.110737,-65,14,5796.407920000001,8426.418,129.269,1.36285
-101,8131.315659999999,CONNECTED,609.630189,-76,7,5810.31566,7910.4102,838.452,0.52208
-101,8136.4459799999995,CONNECTED,451.61704699999996,-72,4,5815.4459799999995,7528.7481,773.2360000000001,0.42185600000000006
-101,8137.924059999999,CONNECTED,590.5118940000001,-72,11,5816.92406,7852.5006,944.4730000000001,0.5847359999999999
-101,8138.321859999999,CONNECTED,2205.480716,-87,12,5799.32186,9640.4176,1214.933,1.505678
-101,8143.741279999999,CONNECTED,789.835109,-71,5,5822.741279999999,8159.8506,392.71,0.610859
-101,8173.09462,CONNECTED,1228.5016640000001,-91,7,5852.09462,8046.856,972.51,1.013738
-101,8174.55218,CONNECTED,708.664613,-72,4,5853.55218,7557.5799,827.328,0.619893
-101,8178.66568,CONNECTED,754.279008,-78,6,5857.66568,8260.4666,836.3510000000001,0.803088
-101,8186.131920000001,CONNECTED,965.2361300000001,-62,6,5865.131920000001,7668.36,380.718,1.039664
-101,8188.02138,CONNECTED,184.790704,-75,3,5867.02138,6129.63,825.328,0.284928
-101,8193.10948,CONNECTED,1040.232763,-75,6,5872.10948,7921.7497,832.3919999999999,0.8805729999999999
-101,8195.0646,CONNECTED,671.665646,-76,9,5874.0646,7656.7726,997.655,0.563489
-101,8202.0262,CONNECTED,603.5907070000001,-75,10,5881.0262,7997.763000000001,834.393,0.583059
-101,8209.0831,CONNECTED,976.999233,-60,4,5888.0831,8420.55,214.419,1.0565120000000001
-101,8211.1155,CONNECTED,586.2693820000001,-80,8,5890.1155,7825.98,861.44,0.735424
-101,8215.39918,CONNECTED,614.748427,-73,1,5894.399179999999,7971.3683,868.308,0.652675
-101,8216.386840000001,CONNECTED,1380.526795,-62,15,5877.38684,7285.32,830.2310000000001,0.941638
-101,8219.48098,CONNECTED,1214.960729,-72,12,5898.480979999999,7864.6126,371.04,0.9769329999999999
-101,8219.6348,CONNECTED,1306.997852,-61,4,5898.6348,8224.064,154.355,1.307856
-101,8219.6515,CONNECTED,1132.5504720000001,-60,9,5898.6515,7694.5032,68.199,0.685542
-101,8222.02348,CONNECTED,797.676143,-59,10,5901.02348,8041.2313,89.199,0.6440319999999999
-101,8227.62122,CONNECTED,975.555217,-77,5,5906.62122,7809.8823,839.3610000000001,0.9038649999999999
-101,8230.765959999999,CONNECTED,816.168718,-74,12,5909.76596,8288.0577,913.9730000000001,0.666588
-101,8233.67628,CONNECTED,834.0820570000001,-72,4,5912.67628,7585.693,872.373,0.833792
-101,8241.59126,CONNECTED,691.1155309999999,-71,7,5920.59126,7844.1129,824.327,0.534449
-101,8250.99282,CONNECTED,779.453621,-74,9,5929.99282,7904.4136,999.658,0.655083
-101,8256.37896,CONNECTED,945.478894,-68,5,5935.37896,7940.0514,224.429,0.825967
-101,8258.005,CONNECTED,1100.457589,-64,8,5937.005,7765.1924,80.236,0.9874149999999999
-101,8259.21484,CONNECTED,784.057615,-74,7,5938.21484,7909.3839,833.393,0.6450239999999999
-101,8269.87912,CONNECTED,1022.123767,-69,7,5948.8791200000005,8405.9316,338.644,0.676272
-101,8275.64778,CONNECTED,560.491874,-57,0,5954.647779999999,7668.3519,249.50099999999998,0.463135
-101,8277.45286,CONNECTED,921.1391449999999,-87,10,5956.45286,7993.7899,372.695,0.71112
-101,8277.76682,CONNECTED,678.5195480000001,-68,10,5956.766820000001,7973.1875,362.655,0.558628
-101,8288.13166,CONNECTED,808.390543,-62,10,5967.13166,7865.728,178.363,0.8425600000000001
-101,8293.70798,CONNECTED,718.290484,-61,10,5954.70798,7911.51,185.37900000000002,0.5964189999999999
-101,8295.281340000001,CONNECTED,743.712183,-69,9,5974.28134,7681.8216,784.2589999999999,0.634501
-101,8303.49862,CONNECTED,631.368286,-56,12,5982.49862,8101.562,863.315,0.585492
-101,8307.84402,CONNECTED,607.0799969999999,-76,0,5986.8440200000005,8146.9308,850.357,0.5151899999999999
-101,8308.63544,CONNECTED,1187.822682,-61,11,5987.63544,8126.28,378.714,1.256848
-101,8310.04098,CONNECTED,582.847545,-78,8,5971.04098,7985.444,999.62,0.560768
-101,8310.13128,CONNECTED,1115.9477869999998,-57,7,5989.13128,7805.853,102.241,0.9924040000000001
-101,8311.29592,CONNECTED,1375.904223,-65,0,5972.2959200000005,8241.555,816.209,1.3634879999999998
-101,8317.9346,CONNECTED,1122.0558310000001,-77,8,5996.9346,7904.4136,1004.67,1.203706
-101,8323.20908,CONNECTED,797.051518,-75,8,6002.20908,7919.4874,996.655,0.651917
-101,8325.91502,CONNECTED,809.962051,-86,8,5986.91502,7741.6555,1306.095,0.620697
-101,8327.72728,CONNECTED,609.365221,-88,6,5988.72728,7412.6254,1199.903,0.504165
-101,8328.76,CONNECTED,768.955228,-81,10,6007.76,7994.5785,473.903,0.760386
-101,8332.307340000001,CONNECTED,598.774455,-70,6,6011.30734,7576.920999999999,871.355,0.507328
-101,8332.73794,CONNECTED,545.146148,-72,1,6011.73794,7769.501,869.31,0.497408
-101,8337.14378,CONNECTED,1278.364903,-88,12,6016.143779999999,8129.6458,987.7280000000001,1.039572
-101,8347.776240000001,CONNECTED,655.1368160000001,-75,5,6026.77624,8009.5158,840.362,0.727366
-101,8353.94554,CONNECTED,697.962816,-76,7,6032.94554,7592.6893,933.414,0.673358
-101,8357.652,CONNECTED,1090.6543880000002,-87,7,6018.651999999999,8501.1645,1309.101,0.836333
-101,8369.879079999999,CONNECTED,797.5966030000001,-78,9,6030.87908,8372.849,378.727,0.79159
-101,8370.981179999999,CONNECTED,1237.2109189999999,-64,11,6049.98118,7831.244000000001,87.24799999999999,1.0962319999999999
-101,8376.0909,CONNECTED,1097.242019,-63,12,6055.0909,7926.8442,124.26,0.829009
